,property_type,sector,price,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
1931,flat,sector 24,4.25,3.0,4.0,3+,3.0,Old Property,3201.0,0.0,1.0,0.0,1.0,0.0,1.0,143.0
1932,flat,sector 102,2.22,3.0,4.0,3+,15.0,Relatively New,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,82.0
1933,house,sector 11,3.08,6.0,4.0,2,1.0,Moderately Old,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,flat,sector 102,2.5,3.0,3.0,3,15.0,Under Construction,1653.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
1935,flat,sector 70a,0.95,2.0,2.0,1,11.0,New Property,930.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0
1936,house,sector 43,9.5,5.0,5.0,3+,2.0,Relatively New,2250.0,0.0,1.0,0.0,1.0,0.0,1.0,88.0
1937,flat,sector 37,0.87,2.0,3.0,3+,5.0,Relatively New,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,109.0
1938,flat,sector 6,0.6,2.0,2.0,0,2.0,Relatively New,790.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0
1939,flat,sector 69,1.2,2.0,3.0,1,0.0,Relatively New,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
1940,flat,sector 107,1.3,3.0,3.0,3+,4.0,Relatively New,1554.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0
1941,flat,sohna road,0.9,3.0,2.0,0,2.0,Under Construction,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
1942,flat,sector 65,2.36,3.0,3.0,3,0.0,Relatively New,1493.0,1.0,1.0,0.0,0.0,0.0,1.0,159.0
1943,flat,sector 33,1.3,2.0,2.0,2,3.0,New Property,1095.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0
1944,flat,sector 33,0.4,2.0,2.0,2,1.0,Relatively New,724.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1945,flat,sector 37,0.9,3.0,3.0,3,0.0,Under Construction,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
1946,flat,sector 54,4.85,3.0,4.0,3+,25.0,Relatively New,1875.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0
1947,flat,sohna road,0.54,2.0,2.0,1,2.0,Relatively New,922.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
1948,flat,sector 85,1.5,4.0,5.0,3+,6.0,New Property,2017.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0
1949,flat,sector 107,1.29,3.0,3.0,3+,1.0,Relatively New,1690.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0
1950,flat,sohna road,2.6,2.0,2.0,2,6.0,New Property,4986.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
1951,house,sector 26,4.5,3.0,3.0,2,2.0,Old Property,1350.0,0.0,0.0,0.0,1.0,0.0,1.0,58.0
1952,house,sector 12,0.35,2.0,1.0,0,2.0,Old Property,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,flat,sector 70,1.62,3.0,5.0,3,9.0,Relatively New,1527.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0
1954,flat,sector 85,1.3,2.0,2.0,3+,10.0,Relatively New,1491.0,0.0,0.0,1.0,0.0,0.0,0.0,148.0
1955,flat,sector 109,1.88,4.0,5.0,3,10.0,Relatively New,2765.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
1956,flat,sector 109,1.7,3.0,3.0,3,22.0,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
1957,house,sector 46,4.35,3.0,8.0,2,3.0,Relatively New,1836.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0
1958,flat,sector 85,2.15,4.0,5.0,3+,1.0,Relatively New,2545.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
1959,flat,sector 68,1.45,3.0,2.0,3+,9.0,New Property,1365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,flat,sector 86,0.78,2.0,2.0,2,8.0,New Property,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
1961,flat,sector 58,3.83,3.0,4.0,2,10.0,Relatively New,2000.0,1.0,1.0,0.0,0.0,0.0,1.0,174.0
1962,flat,sector 92,0.62,2.0,2.0,2,5.0,New Property,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,flat,sector 106,1.4,4.0,6.0,3+,10.0,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
1964,flat,sector 49,0.94,1.0,2.0,2,2.0,Moderately Old,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,flat,sector 109,2.0,4.0,4.0,2,11.0,Relatively New,2380.0,0.0,1.0,0.0,1.0,0.0,0.0,64.0
1966,flat,gwal pahari,7.0,4.0,4.0,3+,6.0,Relatively New,5430.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0
1967,flat,sector 49,0.8,1.0,1.0,1,0.0,Moderately Old,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,house,sector 72,8.6,4.0,5.0,3+,3.0,Relatively New,7000.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0
1969,flat,sector 110,3.45,4.0,4.0,3,9.0,Moderately Old,3077.0,0.0,1.0,0.0,0.0,0.0,1.0,125.0
1970,house,sector 50,7.0,3.0,2.0,0,1.0,Moderately Old,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,flat,sector 90,1.8,4.0,4.0,3+,7.0,Moderately Old,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
1972,flat,sector 85,1.49,4.0,5.0,3+,10.0,Relatively New,2017.0,0.0,1.0,0.0,0.0,0.0,1.0,84.0
1973,flat,sohna road,0.88,2.0,2.0,2,13.0,Relatively New,1016.0,0.0,0.0,0.0,0.0,0.0,2.0,127.0
1974,house,sector 14,7.5,3.0,3.0,2,1.0,Old Property,4518.0,1.0,1.0,0.0,1.0,0.0,1.0,27.0
1975,house,sector 70a,4.0,4.0,4.0,3+,2.0,Relatively New,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,154.0
1976,flat,sector 86,1.25,2.0,2.0,3,13.0,Moderately Old,1339.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
1977,house,sector 43,8.5,5.0,5.0,3,3.0,Moderately Old,2700.0,0.0,1.0,0.0,0.0,0.0,1.0,113.0
1978,flat,sector 43,2.5,4.0,4.0,3+,2.0,Relatively New,2398.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0
1979,flat,sohna road,0.78,3.0,3.0,3,1.0,Relatively New,1344.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0
1980,house,sector 12,3.5,8.0,8.0,3+,3.0,Relatively New,4800.0,1.0,1.0,0.0,1.0,0.0,2.0,77.0
1981,flat,sohna road,0.68,2.0,2.0,2,3.0,New Property,916.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
1982,flat,sohna road,0.75,2.0,2.0,2,4.0,Moderately Old,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
1983,flat,sector 89,1.13,3.0,3.0,2,4.0,Under Construction,1473.0,1.0,0.0,0.0,0.0,0.0,0.0,115.0
1984,flat,sector 104,0.98,3.0,3.0,3,12.0,Relatively New,1490.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0
1985,flat,sector 90,1.29,3.0,3.0,3,7.0,Relatively New,1540.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0
1986,flat,sohna road,0.3,2.0,2.0,2,4.0,Relatively New,524.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0
1987,flat,sector 84,2.24,4.0,4.0,3,12.0,Relatively New,3165.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0
1988,flat,sector 33,2.15,3.0,3.0,3+,1.0,New Property,1439.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
1989,flat,sector 104,2.52,4.0,4.0,3+,19.0,Relatively New,2800.0,0.0,1.0,1.0,0.0,0.0,1.0,156.0
1990,house,sector 2,0.7,1.0,1.0,0,1.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,flat,sector 102,1.75,3.0,4.0,3+,16.0,Relatively New,1748.0,0.0,1.0,0.0,0.0,0.0,1.0,134.0
1992,house,sector 5,3.75,5.0,5.0,3+,3.0,Relatively New,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,house,sector 50,15.0,4.0,4.0,2,2.0,Moderately Old,4500.0,0.0,1.0,0.0,0.0,0.0,0.0,160.0
1994,house,sector 82,1.4,3.0,3.0,2,3.0,New Property,1700.0,0.0,0.0,0.0,1.0,0.0,0.0,61.0
1995,house,sector 7,2.4,10.0,5.0,3,2.0,Old Property,2700.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0
1996,flat,sector 112,2.6,2.0,2.0,3,8.0,Relatively New,2441.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0
1997,flat,sector 62,2.1,2.0,2.0,2,30.0,New Property,1365.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0
1998,flat,sector 86,0.43,2.0,2.0,1,6.0,New Property,557.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0
1999,flat,sector 50,3.25,3.0,4.0,3+,4.0,Old Property,2819.0,0.0,1.0,0.0,0.0,0.0,1.0,135.0
2000,house,sector 47,8.81,8.0,6.0,3+,3.0,Moderately Old,3240.0,1.0,1.0,0.0,0.0,1.0,1.0,27.0
2001,flat,sector 36,0.4,1.0,1.0,1,4.0,Relatively New,436.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
2002,flat,sector 95,0.45,2.0,2.0,2,2.0,New Property,632.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
2003,flat,sector 65,2.85,4.0,4.0,3,3.0,Relatively New,2194.0,1.0,1.0,0.0,0.0,0.0,0.0,28.0
2004,house,sector 43,9.85,5.0,5.0,2,3.0,Old Property,3323.0,1.0,1.0,0.0,1.0,0.0,0.0,21.0
2005,flat,sector 90,1.25,3.0,4.0,3+,0.0,Old Property,1608.0,0.0,1.0,0.0,0.0,0.0,2.0,31.0
2006,flat,sector 62,3.95,3.0,3.0,3,33.0,New Property,2876.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0
2007,flat,sector 28,1.24,2.0,2.0,3+,19.0,Moderately Old,1050.0,0.0,0.0,0.0,1.0,0.0,1.0,157.0
2008,flat,sector 9,1.3,4.0,4.0,3+,9.0,Moderately Old,2580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,house,sector 25,4.31,5.0,4.0,3,3.0,Old Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2010,flat,sector 92,0.6,3.0,2.0,3,4.0,Moderately Old,1333.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
2011,flat,sector 65,3.29,3.0,3.0,3,33.0,New Property,1828.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
2012,house,sector 12,2.75,6.0,6.0,2,2.0,Old Property,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,flat,sector 50,2.7,3.0,3.0,3+,3.0,Moderately Old,2357.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0
2014,flat,sector 69,1.51,3.0,3.0,2,0.0,Relatively New,1325.0,0.0,0.0,0.0,1.0,0.0,2.0,165.0
2015,flat,sector 79,2.55,4.0,5.0,2,4.0,New Property,2675.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0
2016,flat,sector 56,2.09,4.0,4.0,3+,7.0,Relatively New,2300.0,0.0,0.0,0.0,0.0,1.0,1.0,125.0
2017,flat,sector 56,1.37,3.0,3.0,3+,2.0,Old Property,1450.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0
2018,flat,sohna road,0.48,2.0,2.0,2,11.0,Under Construction,995.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
2019,house,sector 40,2.15,3.0,3.0,3,3.0,Moderately Old,900.0,1.0,0.0,1.0,1.0,0.0,0.0,45.0
2020,flat,sector 81,3.46,4.0,4.0,3+,10.0,New Property,2599.0,0.0,1.0,0.0,0.0,0.0,2.0,161.0
2021,house,sector 26,19.0,6.0,8.0,3+,3.0,Moderately Old,4500.0,1.0,1.0,1.0,1.0,0.0,1.0,103.0
2022,flat,sector 85,2.5,4.0,5.0,3+,16.0,Under Construction,1812.0,1.0,0.0,0.0,1.0,1.0,1.0,44.0
2023,flat,sohna road,0.75,2.0,2.0,0,1.0,Relatively New,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
2024,flat,sector 65,3.0,3.0,3.0,3,20.0,Under Construction,1667.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2025,flat,sector 83,1.12,3.0,3.0,2,4.0,Relatively New,1200.0,1.0,1.0,1.0,1.0,0.0,1.0,165.0
2026,flat,sector 92,1.42,3.0,3.0,2,10.0,Relatively New,1738.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
2027,flat,sector 91,1.9,4.0,4.0,3,9.0,Relatively New,2465.0,0.0,1.0,0.0,0.0,0.0,0.0,120.0
2028,house,sector 50,7.42,4.0,4.0,3,2.0,Old Property,3200.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0
2029,flat,sector 82,1.25,3.0,4.0,3+,8.0,Under Construction,1774.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
2030,flat,sector 102,2.12,3.0,3.0,3,9.0,Relatively New,1852.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
2031,flat,sector 33,1.7,3.0,3.0,3+,6.0,New Property,1500.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0
2032,flat,sector 61,1.47,2.0,2.0,2,4.0,New Property,1278.0,1.0,0.0,0.0,1.0,0.0,0.0,53.0
2033,flat,sector 82,1.39,3.0,3.0,3+,11.0,Relatively New,1955.0,1.0,1.0,0.0,0.0,0.0,1.0,117.0
2034,flat,sector 83,1.75,3.0,3.0,3,6.0,Relatively New,1600.0,0.0,1.0,0.0,0.0,0.0,1.0,150.0
2035,flat,sector 62,2.45,2.0,2.0,2,7.0,New Property,1200.0,1.0,0.0,0.0,0.0,0.0,2.0,174.0
2036,house,sector 67,8.0,6.0,7.0,3+,51.0,Moderately Old,3600.0,1.0,1.0,0.0,1.0,0.0,1.0,49.0
2037,flat,sector 106,1.32,4.0,5.0,3+,11.0,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
2038,flat,sector 107,0.52,3.0,2.0,2,5.0,Relatively New,717.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0
2039,flat,sector 113,1.45,2.0,2.0,2,6.0,Relatively New,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
2040,flat,sector 107,0.28,2.0,2.0,2,6.0,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
2041,flat,sector 81,1.15,3.0,2.0,3+,12.0,Relatively New,1352.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
2042,house,sector 43,2.1,10.0,10.0,3+,5.0,New Property,549.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0
2043,house,sector 105,0.65,3.0,2.0,1,1.0,Relatively New,720.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0
2044,flat,sector 88a,1.31,2.0,2.0,3+,3.0,Relatively New,1463.0,1.0,0.0,0.0,0.0,0.0,0.0,102.0
2045,flat,sector 83,0.75,2.0,2.0,2,19.0,Relatively New,1150.0,0.0,0.0,0.0,0.0,1.0,1.0,105.0
2046,flat,sector 104,1.8,3.0,4.0,3,14.0,New Property,2544.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2047,flat,sector 109,2.22,3.0,4.0,3,14.0,Relatively New,1860.0,1.0,1.0,1.0,1.0,0.0,0.0,45.0
2048,flat,sector 102,1.4,3.0,3.0,3,10.0,Relatively New,1300.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0
2049,house,sector 2,2.55,3.0,3.0,2,2.0,Old Property,1557.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2050,house,sector 25,10.5,4.0,4.0,2,2.0,Old Property,3618.0,0.0,1.0,0.0,1.0,0.0,1.0,91.0
2051,flat,sector 37,1.4,4.0,5.0,3,9.0,Relatively New,2343.0,1.0,1.0,0.0,1.0,1.0,0.0,49.0
2052,flat,sohna road,0.52,2.0,2.0,2,3.0,Relatively New,913.0,0.0,0.0,0.0,1.0,0.0,0.0,161.0
2053,flat,sohna road,0.3,2.0,2.0,2,6.0,New Property,605.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
2054,flat,sector 102,1.9,3.0,4.0,3+,20.0,Relatively New,1757.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
2055,house,sector 48,8.5,4.0,4.0,2,2.0,Moderately Old,3240.0,0.0,1.0,1.0,1.0,0.0,0.0,88.0
2056,house,sector 54,2.0,9.0,9.0,3,11.0,Relatively New,60.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
2057,flat,sector 65,2.79,4.0,4.0,3+,2.0,Relatively New,2194.0,1.0,1.0,0.0,0.0,0.0,2.0,174.0
2058,house,sector 25,11.0,5.0,5.0,3+,2.0,Relatively New,3096.0,1.0,1.0,1.0,1.0,0.0,0.0,29.0
2059,flat,sector 84,0.85,3.0,3.0,3+,10.0,Relatively New,1561.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0
2060,flat,sector 76,0.55,2.0,2.0,2,9.0,Under Construction,823.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
2061,flat,sector 48,2.75,3.0,4.0,3+,3.0,Moderately Old,2574.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
2062,house,sector 28,2.1,2.0,8.0,3+,4.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,1.0,1.0,38.0
2063,house,sector 23,2.4,3.0,3.0,2,2.0,Moderately Old,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,28.0
2064,flat,sohna road,0.9,2.0,2.0,3+,7.0,Moderately Old,1100.0,1.0,0.0,0.0,0.0,0.0,1.0,156.0
2065,flat,sector 37d,1.25,3.0,3.0,3,4.0,Under Construction,2283.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2066,house,sector 65,12.5,4.0,4.0,3+,2.0,Relatively New,3600.0,1.0,1.0,0.0,0.0,0.0,0.0,56.0
2067,flat,sector 95,0.28,2.0,2.0,2,5.0,New Property,694.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2068,house,sector 26,5.5,4.0,4.0,3+,2.0,Moderately Old,1800.0,0.0,0.0,1.0,1.0,0.0,0.0,49.0
2069,house,sector 4,0.5,2.0,2.0,2,2.0,New Property,450.0,1.0,1.0,0.0,1.0,1.0,0.0,14.0
2070,house,sector 26,6.0,3.0,5.0,3+,3.0,Old Property,1800.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
2071,flat,sector 85,0.72,3.0,3.0,2,9.0,Moderately Old,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
2072,flat,sector 69,1.36,3.0,3.0,1,12.0,Relatively New,1291.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0
2073,flat,sector 80,1.1,3.0,3.0,3,8.0,Moderately Old,1580.0,0.0,1.0,0.0,0.0,0.0,0.0,111.0
2074,flat,sector 69,1.95,4.0,4.0,2,0.0,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0
2075,flat,sector 86,1.27,3.0,4.0,3,19.0,Relatively New,1800.0,0.0,1.0,0.0,1.0,0.0,0.0,126.0
2076,flat,sector 85,1.19,2.0,2.0,3,11.0,Relatively New,1670.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
2077,flat,sector 37d,2.08,4.0,4.0,3,0.0,New Property,2211.0,1.0,1.0,0.0,1.0,0.0,0.0,121.0
2078,flat,sector 102,1.2,2.0,2.0,3,0.0,Relatively New,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
2079,house,sohna road,0.07,1.0,1.0,0,1.0,Relatively New,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,house,sector 109,5.7,4.0,4.0,3+,4.0,Relatively New,5400.0,1.0,1.0,0.0,0.0,0.0,0.0,98.0
2081,house,sector 25,9.5,9.0,9.0,3+,3.0,Old Property,2844.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0
2082,flat,sector 81,0.96,2.0,2.0,2,1.0,Under Construction,1194.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
2083,flat,sector 81,2.35,3.0,4.0,3+,18.0,Relatively New,1558.0,0.0,1.0,0.0,0.0,0.0,0.0,106.0
2084,flat,sector 61,2.2,3.0,3.0,2,4.0,New Property,1721.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0
2085,house,sector 48,5.15,5.0,7.0,3,2.0,Moderately Old,2727.0,0.0,1.0,0.0,1.0,0.0,1.0,145.0
2086,flat,sector 61,1.65,2.0,2.0,2,1.0,Under Construction,1333.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0
2087,flat,sector 33,1.35,3.0,4.0,2,8.0,Moderately Old,1398.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
2088,flat,sector 37d,0.5,3.0,3.0,2,2.0,Under Construction,778.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
2089,house,sector 70a,6.0,5.0,4.0,3,3.0,New Property,2700.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0
2090,flat,sector 109,2.1,3.0,4.0,3+,11.0,Relatively New,2100.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0
2091,flat,sector 70,1.1,3.0,2.0,2,5.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092,flat,sector 4,0.43,2.0,2.0,1,2.0,Relatively New,722.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2093,flat,manesar,1.25,4.0,4.0,3+,6.0,Moderately Old,2946.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0
2094,flat,sector 89,1.6,3.0,3.0,3,5.0,New Property,1774.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
2095,flat,sector 82a,2.6,4.0,4.0,3+,2.0,Relatively New,2273.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0
2096,flat,sector 83,1.4,4.0,4.0,3,10.0,Relatively New,2167.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0
2097,flat,sector 67,2.78,3.0,3.0,3+,4.0,Relatively New,2047.0,0.0,0.0,0.0,1.0,0.0,1.0,157.0
2098,flat,sector 2,0.56,1.0,1.0,2,7.0,Moderately Old,722.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
2099,flat,sector 77,2.1,3.0,4.0,3+,11.0,New Property,1600.0,0.0,1.0,0.0,0.0,0.0,1.0,129.0
2100,house,sector 56,2.95,2.0,2.0,2,1.0,Moderately Old,1449.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
2101,flat,sector 65,2.6,3.0,3.0,3+,3.0,Relatively New,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,flat,sector 37,0.7,2.0,3.0,3+,12.0,Under Construction,1299.0,1.0,0.0,0.0,0.0,1.0,0.0,58.0
2103,house,sector 25,10.85,6.0,6.0,1,3.0,Relatively New,2844.0,0.0,0.0,1.0,0.0,0.0,1.0,136.0
2104,flat,manesar,1.0,3.0,4.0,0,3.0,New Property,2480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,house,sector 4,0.55,2.0,1.0,1,1.0,Moderately Old,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,house,sector 31,3.69,4.0,4.0,2,2.0,Moderately Old,1557.0,1.0,1.0,0.0,1.0,0.0,1.0,75.0
2107,flat,sector 85,2.0,3.0,4.0,3,8.0,Relatively New,2179.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0
2108,flat,sector 106,1.17,3.0,4.0,3+,12.0,Relatively New,1186.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
2109,house,sector 12,1.5,5.0,5.0,2,3.0,Old Property,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2110,flat,sector 70a,1.25,2.0,2.0,3,19.0,Relatively New,1402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,flat,sector 67,1.2,3.0,3.0,2,1.0,Relatively New,200.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
2112,flat,sector 81,0.9,2.0,2.0,3,8.0,New Property,1231.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0
2113,flat,sector 65,1.7,3.0,3.0,3,7.0,Relatively New,1081.0,1.0,0.0,0.0,0.0,0.0,1.0,116.0
2114,flat,sector 50,2.65,3.0,3.0,3+,3.0,Moderately Old,2491.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
2115,flat,sohna road,1.05,2.0,2.0,3,1.0,New Property,1175.97,1.0,0.0,0.0,0.0,0.0,0.0,49.0
2116,flat,sector 60,3.7,4.0,5.0,3,10.0,Relatively New,2534.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0
2117,house,sector 57,3.49,4.0,4.0,2,3.0,Moderately Old,1728.0,1.0,1.0,0.0,1.0,0.0,1.0,49.0
2118,flat,sector 37d,1.65,3.0,3.0,2,15.0,Relatively New,1699.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
2119,flat,sector 68,1.8,3.0,3.0,3+,18.0,Relatively New,1845.0,0.0,0.0,0.0,0.0,0.0,1.0,126.0
2120,flat,sector 107,0.8,2.0,2.0,3+,6.0,Relatively New,1204.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0
2121,house,sector 12,1.7,1.0,1.0,2,1.0,Old Property,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,flat,sohna road,0.27,2.0,2.0,2,10.0,Relatively New,619.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
2123,house,sector 8,0.45,1.0,1.0,1,3.0,Moderately Old,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,flat,sector 106,0.87,2.0,2.0,3+,1.0,New Property,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
2125,flat,sector 107,0.88,2.0,2.0,3+,3.0,Relatively New,1236.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
2126,flat,sector 67a,1.85,4.0,4.0,0,4.0,New Property,2556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,flat,sector 61,2.04,3.0,3.0,3+,16.0,Moderately Old,1595.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0
2128,house,sector 11,2.1,2.0,6.0,3+,3.0,Relatively New,1215.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2129,flat,sector 81,2.25,3.0,3.0,3+,15.0,Relatively New,1929.0,0.0,1.0,0.0,0.0,0.0,2.0,165.0
2130,flat,sector 58,2.2,2.0,2.0,2,6.0,Relatively New,1244.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
2131,flat,sector 71,0.39,1.0,1.0,2,1.0,New Property,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,flat,sector 24,5.8,3.0,4.0,3+,9.0,Old Property,3700.0,1.0,1.0,0.0,1.0,1.0,2.0,68.0
2133,flat,sector 81,0.95,2.0,2.0,2,13.0,Relatively New,1150.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0
2134,flat,sector 90,0.7,2.0,3.0,2,7.0,Relatively New,1502.0,1.0,0.0,0.0,0.0,0.0,1.0,49.0
2135,flat,sector 37,1.27,3.0,3.0,3,2.0,Relatively New,1581.0,1.0,0.0,0.0,0.0,1.0,0.0,49.0
